UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5691,65432152870,654321,302.3,311.8,1435,44.8,98,0,0
5692,65432152871,654321,302.4,311.8,1320,56.4,100,0,0
5693,78912320552,789123,302.4,311.9,1313,55.7,102,0,0
5694,78912320553,789123,302.4,311.8,1453,42.1,105,0,0
5695,65432152874,654321,302.4,311.8,1508,45.7,108,0,0
5696,65432152875,654321,302.4,311.8,1451,42,110,0,0
5697,12345635110,123456,302.5,311.9,1595,34.6,112,0,0
5698,65432152877,654321,302.5,311.9,1354,49.4,117,0,0
5699,65432152878,654321,302.5,311.9,1265,59.8,119,0,0
5700,65432152879,654321,302.4,311.9,1867,25.9,121,0,0
5701,65432152880,654321,302.5,311.9,1497,41.6,123,0,0
5702,78912320561,789123,302.5,311.9,1347,54.3,125,0,0
5703,65432152882,654321,302.3,311.7,1544,43.2,128,0,0
5704,12345635117,123456,302.3,311.7,1456,45.4,130,0,0
5705,65432152884,654321,302.5,311.8,1335,52.7,135,0,0
5706,65432152885,654321,302.4,311.9,1452,43.1,137,0,0
5707,65432152886,654321,302.4,311.9,1290,70,139,1,1
5708,65432152887,654321,302.4,311.8,1448,43.4,141,0,0
5709,65432152888,654321,302.3,311.7,1611,38.6,143,0,0
5710,65432152889,654321,302.2,311.7,1556,38.6,145,0,0
5711,12345635124,123456,302.2,311.7,1413,46.5,147,0,0
5712,65432152891,654321,302.2,311.6,1545,35.9,152,0,0
5713,65432152892,654321,302.2,311.7,1330,54.6,154,0,0
5714,65432152893,654321,302.2,311.9,1596,38,156,0,0
5715,65432152894,654321,302.2,311.8,1618,36,158,0,0
5716,12345635129,123456,302.2,311.9,1597,35.8,160,0,0
5717,65432152896,654321,302.3,312,1354,52.2,165,0,0
5718,65432152897,654321,302.3,312,1746,28.1,167,0,0
5719,65432152898,654321,302.4,312,1621,32.5,169,0,0
5720,65432152899,654321,302.3,312,1398,43.3,171,0,0
5721,65432152900,654321,302.3,311.9,1434,51.9,173,0,0
5722,78912320581,789123,302.3,311.8,1443,43.4,175,0,0
5723,65432152902,654321,302.2,311.7,1488,44.6,178,0,0
5724,78912320583,789123,302.3,311.8,1475,48,180,0,0
5725,65432152904,654321,302.3,311.8,1433,50.3,183,0,0
5726,78912320585,789123,302.3,311.8,1557,34.1,185,0,0
5727,78912320586,789123,302.4,311.9,1398,50.1,188,0,0
5728,78912320587,789123,302.3,311.8,1559,34.4,191,0,0
5729,78912320588,789123,302.4,311.9,1422,46.4,194,0,0
5730,78912320589,789123,302.3,311.8,1463,35.7,197,0,0
5731,65432152910,654321,302.3,311.7,1793,25.3,200,0,0
5732,65432152911,654321,302.2,311.6,1872,20.4,202,0,0
5733,65432152912,654321,302.2,311.7,1412,44.5,204,0,0
5734,65432152913,654321,302.3,311.8,1487,43.2,206,0,0
5735,65432152914,654321,302.3,311.8,1369,56.2,208,1,2
5736,65432152915,654321,302.4,311.8,1673,30.1,210,0,0
5737,78912320596,789123,302.4,311.9,1439,36.6,212,0,0
5738,65432152917,654321,302.3,311.8,1574,42.8,215,0,0
5739,65432152918,654321,302.3,311.7,1281,48.8,0,0,0
5740,78912320599,789123,302.2,311.7,1653,31.4,2,0,0
5741,78912320600,789123,302.3,311.7,1535,38.3,5,0,0
5742,78912320601,789123,302.3,311.7,1483,40.5,8,0,0
5743,65432152922,654321,302.3,311.7,1414,47,11,0,0
5744,78912320603,789123,302.2,311.6,1379,42.9,13,0,0
5745,12345635158,123456,302.2,311.5,1482,42.6,16,0,0
5746,65432152925,654321,302.1,311.5,1987,20.1,21,0,0
5747,78912320606,789123,302.1,311.5,1635,31.6,23,0,0
5748,65432152927,654321,302.1,311.5,1533,39.4,26,0,0
5749,78912320608,789123,302.2,311.7,1576,34,28,0,0
5750,12345635163,123456,302.2,311.8,1330,62.4,31,0,0
5751,65432152930,654321,302.2,311.8,1981,21.8,36,0,0
5752,12345635165,123456,302.3,311.8,1475,42.8,38,0,0
5753,12345635166,123456,302.3,311.8,1804,25,43,0,0
5754,65432152933,654321,302.2,311.6,1416,54.1,48,0,0
5755,65432152934,654321,302.1,311.5,1727,27.7,50,0,0
5756,65432152935,654321,302.1,311.4,1391,49.2,52,0,0
5757,78912320616,789123,302,311.5,1366,52.3,54,0,0
5758,65432152937,654321,301.9,311.3,1366,55.6,57,0,0
5759,65432152938,654321,301.9,311.3,1501,40.8,59,0,0
5760,65432152939,654321,301.8,311.3,1551,35.8,61,0,0
5761,78912320620,789123,301.9,311.3,1522,35.6,63,0,0
5762,65432152941,654321,301.9,311.2,1369,49.8,66,0,0
5763,65432152942,654321,301.8,311.2,1334,52.3,68,0,0
5764,12345635177,123456,301.8,311.2,1451,39.4,70,0,0
5765,65432152944,654321,301.7,311.2,1589,37.9,75,0,0
5766,65432152945,654321,301.7,311.3,1708,30.5,77,0,0
5767,78912320626,789123,301.7,311.2,1413,42.6,79,0,0
5768,78912320627,789123,301.6,311.2,1415,46.5,82,0,0
5769,65432152948,654321,301.7,311.3,1421,45.9,85,0,0
5770,65432152949,654321,301.7,311.3,1348,51,87,0,0
5771,65432152950,654321,301.6,311.2,1408,42.9,89,0,0
5772,65432152951,654321,301.6,311.2,1525,43.7,91,0,0
5773,65432152952,654321,301.6,311.3,1706,29.9,93,0,0
5774,12345635187,123456,301.6,311.2,1395,46.8,95,0,0
5775,65432152954,654321,301.5,311.1,1602,34.3,100,0,0
5776,65432152955,654321,301.6,311.1,1907,21.5,102,0,0
5777,65432152956,654321,301.6,311.1,1325,49.2,104,0,0
5778,65432152957,654321,301.6,311.1,1408,44.4,106,0,0
5779,78912320638,789123,301.7,311.1,1489,41.4,108,0,0
5780,65432152959,654321,301.6,311.1,1680,29.2,111,0,0
5781,65432152960,654321,301.7,311.2,1517,42.4,113,0,0
5782,78912320641,789123,301.7,311.1,1618,36.7,115,0,0
5783,65432152962,654321,301.7,311.1,1455,39.8,118,0,0
5784,12345635197,123456,301.8,311.1,1543,36.4,120,0,0
5785,78912320644,789123,301.8,311.1,1399,41.8,125,0,0
5786,65432152965,654321,301.7,311.1,1469,37.2,128,0,0
5787,65432152966,654321,301.7,311.2,1521,36.7,130,0,0
5788,65432152967,654321,301.7,311.3,1584,38.8,132,0,0
5789,65432152968,654321,301.8,311.5,1443,43.3,134,0,0
5790,78912320649,789123,301.8,311.5,1416,49,136,0,0
5791,78912320650,789123,301.7,311.2,1563,34.5,139,0,0
5792,78912320651,789123,301.8,311.3,1542,40.1,142,0,0
5793,78912320652,789123,301.8,311.3,1624,31.6,145,0,0
5794,65432152973,654321,301.8,311.3,1471,44.2,148,0,0
5795,78912320654,789123,301.9,311.5,1492,40.8,150,0,0
5796,78912320655,789123,301.9,311.4,1465,39.9,153,0,0
5797,65432152976,654321,301.7,311.1,1399,55.1,156,0,0
5798,65432152977,654321,301.6,311,1431,42.6,158,0,0
5799,65432152978,654321,301.5,310.9,1600,39,160,0,0
5800,65432152979,654321,301.5,310.8,1593,34.5,162,0,0
5801,65432152980,654321,301.5,310.9,1469,44.7,164,0,0
5802,65432152981,654321,301.5,310.8,1413,44.6,166,0,0
5803,65432152982,654321,301.4,310.8,1490,38,168,0,0
5804,65432152983,654321,301.5,310.9,1671,31.1,170,0,0
5805,65432152984,654321,301.5,310.9,1365,46.5,172,0,0
5806,78912320665,789123,301.4,310.9,1557,39.3,174,0,0
5807,65432152986,654321,301.4,310.9,1440,45.4,177,0,0
5808,78912320667,789123,301.4,310.9,1489,38.9,179,0,0
5809,65432152988,654321,301.4,311,1733,25.7,182,0,0
5810,12345635223,123456,301.3,311,1580,36.6,184,0,0
5811,65432152990,654321,301.3,311,1856,21.9,189,0,0
5812,65432152991,654321,301.3,311.1,1454,40.3,191,0,0
5813,65432152992,654321,301.4,311.1,1495,36.3,193,0,0
5814,65432152993,654321,301.2,311,1761,29.1,195,0,0
5815,78912320674,789123,301.3,311,1402,47.5,197,0,0
5816,65432152995,654321,301.2,311,1670,33,200,0,0
5817,65432152996,654321,301.3,311,1582,35.6,202,0,0
5818,65432152997,654321,301.3,311,1542,35.1,204,0,0
5819,65432152998,654321,301.3,311,1539,36.9,206,0,0
5820,65432152999,654321,301.3,311,1418,41.9,208,0,0
5821,65432153000,654321,301.3,311.1,1723,27.6,210,0,0
5822,65432153001,654321,301.3,311.1,1303,49.2,212,0,0
5823,78912320682,789123,301.3,311,1463,50.2,214,0,0
5824,65432153003,654321,301.2,311,1544,39.3,217,0,0
5825,65432153004,654321,301.2,311,1596,37.2,219,0,0
5826,65432153005,654321,301.3,311.1,1413,42,221,0,0
5827,78912320686,789123,301.3,311.1,1492,41.2,223,0,0
5828,65432153007,654321,301.3,311.1,1624,40.9,0,0,0
5829,65432153008,654321,301.3,311.1,1504,39.1,2,0,0
5830,78912320689,789123,301.2,311.1,1574,34.3,4,0,0
5831,78912320690,789123,301.3,311.2,1438,42.4,7,0,0
5832,65432153011,654321,301.3,311.3,1474,50.7,10,0,0
5833,65432153012,654321,301.3,311.2,1675,32.1,12,0,0
5834,65432153013,654321,301.3,311.2,1457,44.5,14,0,0
5835,65432153014,654321,301.3,311.3,1434,49.8,16,0,0
5836,65432153015,654321,301.3,311.2,1668,30.1,18,0,0
5837,65432153016,654321,301.2,311.1,1550,39.7,20,0,0
5838,78912320697,789123,301.3,311.1,1834,25.4,22,0,0
5839,78912320698,789123,301.4,311.2,1476,36.5,25,0,0
5840,78912320699,789123,301.4,311.2,1541,36.3,28,0,0
5841,78912320700,789123,301.3,311.1,1581,30.9,31,0,0
5842,78912320701,789123,301.3,311.1,1678,30.7,34,0,0
5843,65432153022,654321,301.4,311.2,1355,50.6,37,0,0
5844,65432153023,654321,301.5,311.2,1700,28.8,39,0,0
5845,65432153024,654321,301.4,311.1,1462,37.1,41,0,0
5846,78912320705,789123,301.4,311.2,1727,26.5,43,0,0
5847,65432153026,654321,301.4,311.3,1674,33.3,46,0,0
5848,65432153027,654321,301.4,311.3,1397,42.3,48,0,0
5849,65432153028,654321,301.4,311.3,2323,15.9,50,0,0
5850,78912320709,789123,301.4,311.2,1434,47.6,52,0,0
5851,65432153030,654321,301.3,311.1,1560,35.3,55,0,0
5852,65432153031,654321,301.2,311,1573,32.8,57,0,0
5853,12345635266,123456,301.2,310.9,1798,22.3,59,0,0
5854,65432153033,654321,301.2,311,1567,35.1,64,0,0
5855,65432153034,654321,301.2,310.9,1416,53.3,66,0,0
5856,78912320715,789123,301.2,310.9,1424,45.2,68,0,0
5857,12345635270,123456,301.2,310.9,1598,35.9,71,0,0
5858,65432153037,654321,301.3,310.9,1760,23.9,76,0,0
5859,65432153038,654321,301.3,311,1348,44.5,78,0,0
5860,65432153039,654321,301.3,311,1542,33.6,80,0,0
5861,65432153040,654321,301.3,310.9,1566,33.1,82,0,0
5862,65432153041,654321,301.3,311,1554,47.7,84,0,0
5863,65432153042,654321,301.4,311,1470,40.6,86,0,0
5864,78912320723,789123,301.4,311.1,1758,25.4,88,0,0
5865,78912320724,789123,301.4,311,1486,36.5,91,0,0
5866,78912320725,789123,301.5,311.1,1402,40,94,0,0
5867,65432153046,654321,301.5,311.1,1459,45.1,97,0,0
5868,65432153047,654321,301.5,311,1494,45.3,99,0,0
5869,65432153048,654321,301.5,311.1,1731,27.9,101,0,0
5870,65432153049,654321,301.5,311.1,2076,18.7,103,0,0
5871,65432153050,654321,301.5,311.1,2055,16.8,105,0,0
5872,65432153051,654321,301.5,311.1,1469,49.5,107,0,0
5873,78912320732,789123,301.5,311,1504,42.6,109,0,0
5874,78912320733,789123,301.5,311.1,1396,43.5,112,0,0
5875,78912320734,789123,301.5,311.1,1660,33.8,115,0,0
5876,78912320735,789123,301.5,311,1577,39.7,118,0,0
5877,65432153056,654321,301.5,311.1,1426,52.1,121,0,0
5878,65432153057,654321,301.5,311.1,1458,41.4,123,0,0
5879,65432153058,654321,301.4,311,1533,45.8,125,0,0
5880,65432153059,654321,301.4,311,1701,28.4,127,0,0
5881,65432153060,654321,301.5,311.1,1434,49.6,129,0,0
5882,65432153061,654321,301.4,311.1,1952,22.7,131,0,0
5883,65432153062,654321,301.4,311.1,1469,36.9,133,0,0
5884,65432153063,654321,301.4,311.1,1800,26,135,0,0
5885,78912320744,789123,301.3,311.1,1438,43,137,0,0
5886,65432153065,654321,301.3,311.1,1647,28.2,140,0,0
5887,65432153066,654321,301.4,311.1,1494,41.9,142,0,0
5888,12345635301,123456,301.4,311.1,1445,41.4,144,0,0
5889,78912320748,789123,301.5,311.1,1507,38.6,149,0,0
5890,78912320749,789123,301.4,311,1234,55.8,152,0,0
5891,65432153070,654321,301.4,311,1634,32.6,155,0,0
5892,65432153071,654321,301.4,311,1334,53.3,157,0,0
5893,65432153072,654321,301.4,311.1,1472,44.5,159,0,0
5894,78912320753,789123,301.3,311,1410,52.7,161,0,0
5895,65432153074,654321,301.2,310.9,1597,37.9,164,0,0
5896,78912320755,789123,301.2,310.9,1460,46.7,166,0,0
5897,65432153076,654321,301.1,310.8,1274,55.7,169,0,0
5898,78912320757,789123,301,310.7,1517,40.2,171,0,0
5899,65432153078,654321,301,310.7,1300,57.2,174,0,0
5900,12345635313,123456,300.9,310.6,1686,27.7,176,0,0
5901,78912320760,789123,300.9,310.7,1485,41,181,0,0
5902,65432153081,654321,301,310.7,1464,45.8,184,0,0
5903,65432153082,654321,300.9,310.6,1598,35.4,186,0,0
5904,65432153083,654321,300.9,310.5,1894,21.9,188,0,0
5905,78912320764,789123,300.8,310.5,1330,59,190,0,0
5906,12345635319,123456,300.8,310.5,1582,31.1,193,0,0
5907,65432153086,654321,300.7,310.3,1533,35.6,198,0,0
5908,12345635321,123456,300.8,310.4,1419,46.4,200,0,0
5909,78912320768,789123,300.8,310.3,1526,36.3,205,0,0
5910,12345635323,123456,300.7,310.2,1364,65.3,208,1,1
5911,78912320770,789123,300.8,310.3,1458,43.4,0,0,0
5912,78912320771,789123,300.8,310.4,1288,64,3,0,0
5913,78912320772,789123,300.7,310.3,1659,29.8,6,0,0
5914,12345635327,123456,300.7,310.2,1479,52.3,9,0,0
5915,65432153094,654321,300.7,310.3,1592,36,14,0,0
5916,78912320775,789123,300.6,310.2,1532,38.7,16,0,0
5917,65432153096,654321,300.6,310.2,1555,41.9,19,0,0
5918,65432153097,654321,300.6,310.2,1341,52.6,21,0,0
5919,65432153098,654321,300.6,310.1,1541,42,23,0,0
5920,65432153099,654321,300.6,310.3,1414,50.6,25,0,0
5921,65432153100,654321,300.5,310.2,1764,25.9,27,0,0
5922,65432153101,654321,300.5,310.3,1336,57.1,29,0,0
5923,65432153102,654321,300.5,310.3,1435,43.3,31,0,0
5924,78912320783,789123,300.4,310.3,1537,35,33,0,0
5925,65432153104,654321,300.3,310.2,1369,48.8,36,0,0
5926,78912320785,789123,300.2,310.1,1619,31.3,38,0,0
5927,65432153106,654321,300.2,310.1,1440,51.1,41,0,0
5928,65432153107,654321,300.2,310.1,1649,30.5,43,0,0
5929,78912320788,789123,300.2,310.1,1550,38.7,45,0,0
5930,65432153109,654321,300.3,310.2,1471,45.2,48,0,0
5931,65432153110,654321,300.3,310.3,1483,51.6,50,0,0
5932,65432153111,654321,300.3,310.4,1336,54.4,52,0,0
5933,65432153112,654321,300.5,310.5,1515,36.6,54,0,0
5934,65432153113,654321,300.5,310.5,1373,47.4,56,0,0
5935,12345635348,123456,300.6,310.5,1454,51.2,58,0,0
5936,65432153115,654321,300.5,310.5,1646,34.5,63,0,0
5937,78912320796,789123,300.5,310.4,1548,37.3,65,0,0
5938,78912320797,789123,300.6,310.5,1462,41.3,68,0,0
5939,65432153118,654321,300.5,310.4,1702,33.1,71,0,0
5940,65432153119,654321,300.5,310.5,1409,60.9,73,0,0
5941,78912320800,789123,300.6,310.6,1427,52.8,75,0,0
5942,65432153121,654321,300.6,310.7,1438,48.5,78,1,0
5943,65432153122,654321,300.7,310.7,1450,43.4,80,0,0
5944,65432153123,654321,300.7,310.7,1541,41.3,82,0,0
5945,78912320804,789123,300.7,310.6,1484,38,84,0,0
5946,78912320805,789123,300.8,310.8,1415,44.5,87,0,0
5947,65432153126,654321,300.7,310.8,1496,46.4,90,0,0
5948,78912320807,789123,300.7,310.8,1465,45.2,92,0,0
5949,65432153128,654321,300.7,310.8,2113,18.5,95,0,0
5950,78912320809,789123,300.7,310.8,1506,44,97,0,0
5951,65432153130,654321,300.7,310.8,1689,28.9,100,0,0
5952,65432153131,654321,300.7,310.9,1650,29.4,102,0,0
5953,65432153132,654321,300.7,310.8,1563,33.8,104,0,0
5954,78912320813,789123,300.7,310.9,1486,38.9,106,0,0
5955,65432153134,654321,300.8,310.9,1732,25.7,109,0,0
5956,65432153135,654321,300.7,310.8,1653,31.6,111,0,0
5957,65432153136,654321,300.7,310.9,1535,37.1,113,0,0
5958,65432153137,654321,300.7,310.9,1637,37.2,115,0,0
5959,65432153138,654321,300.6,310.8,1533,38.5,117,0,0
5960,65432153139,654321,300.6,310.8,1378,51.2,119,0,0
5961,65432153140,654321,300.5,310.7,1606,33.5,121,0,0
5962,65432153141,654321,300.3,310.7,1539,32.3,123,0,0
5963,65432153142,654321,300.5,310.8,1728,26.3,125,0,0
5964,12345635377,123456,300.4,310.7,1656,36.3,127,0,0
5965,12345635378,123456,300.5,310.8,1631,30.5,132,0,0
5966,12345635379,123456,300.5,310.9,1447,46.5,137,0,0
5967,65432153146,654321,300.4,310.8,1396,49.3,142,0,0
5968,65432153147,654321,300.4,310.8,1390,52.5,144,0,0
5969,65432153148,654321,300.4,310.8,1348,56,146,0,0
5970,78912320829,789123,300.4,310.8,1491,35.9,148,0,0
5971,65432153150,654321,300.4,310.8,1520,37.6,151,0,0
5972,65432153151,654321,300.5,310.8,1509,33,153,0,0
5973,65432153152,654321,300.5,310.8,1445,46.6,155,0,0
5974,65432153153,654321,300.5,310.8,1354,51.8,157,0,0
5975,65432153154,654321,300.5,310.7,1488,39.4,159,0,0
5976,12345635389,123456,300.5,310.7,1654,28.6,161,0,0
5977,12345635390,123456,300.5,310.6,1378,51.5,166,0,0
5978,65432153157,654321,300.6,310.7,1750,30.6,171,0,0
5979,65432153158,654321,300.5,310.6,1448,46.3,173,0,0
5980,12345635393,123456,300.6,310.7,1501,45.3,175,0,0
5981,78912320840,789123,300.6,310.7,1654,32,180,0,0
5982,78912320841,789123,300.7,310.7,1347,46.5,183,0,0
5983,65432153162,654321,300.7,310.8,1486,37.1,186,0,0
5984,12345635397,123456,300.8,310.8,1466,45.2,188,0,0
5985,12345635398,123456,300.7,310.8,1346,52,193,0,0
5986,65432153165,654321,300.7,310.7,1314,42.4,198,0,0
5987,65432153166,654321,300.6,310.7,1440,52.5,200,0,0
5988,65432153167,654321,300.7,310.8,1608,39.5,202,0,0
5989,12345635402,123456,300.7,310.8,1296,58.2,204,0,0
5990,65432153169,654321,300.7,310.7,1507,46.1,209,0,0
5991,78912320850,789123,300.7,310.7,1343,51.6,211,0,0
5992,65432153171,654321,300.7,310.7,1416,40.4,214,0,0
5993,65432153172,654321,300.7,310.6,1288,47.2,216,0,0
5994,78912320853,789123,300.7,310.6,1407,42.4,218,0,0
5995,65432153174,654321,300.6,310.4,1608,39.2,221,0,0
5996,65432153175,654321,300.6,310.3,1920,22.3,223,0,0
5997,78912320856,789123,300.5,310.2,1386,48.2,225,0,0
5998,78912320857,789123,300.5,310.2,1571,34.6,228,0,0
5999,78912320858,789123,300.4,310.2,1613,36.9,231,0,0
6000,78912320859,789123,300.4,310.2,1671,30.5,234,1,3
6001,12345635414,123456,300.4,310.2,1431,43.2,0,0,0
6002,78912320861,789123,300.4,310.2,1380,47.3,5,0,0
6003,65432153182,654321,300.5,310.3,1683,31.5,8,0,0
6004,65432153183,654321,300.4,310.2,1529,36.2,10,0,0
6005,65432153184,654321,300.5,310.4,1761,26.5,12,0,0
6006,65432153185,654321,300.6,310.5,1570,38.3,14,0,0
6007,78912320866,789123,300.6,310.5,2156,18,16,0,0
6008,78912320867,789123,300.7,310.6,1349,54.5,19,0,0
6009,65432153188,654321,300.7,310.7,1431,39.3,22,0,0
6010,65432153189,654321,300.6,310.6,1931,22,24,0,0
6011,12345635424,123456,300.7,310.7,1428,43.4,26,0,0
6012,65432153191,654321,300.8,310.8,1564,36.2,31,0,0
6013,12345635426,123456,300.8,310.9,1425,44,33,0,0
6014,65432153193,654321,300.7,310.8,1597,30.5,38,0,0
6015,12345635428,123456,300.8,310.8,1618,32.8,40,0,0
6016,78912320875,789123,300.8,310.8,1520,38,45,0,0
6017,65432153196,654321,300.7,310.7,1425,45.3,48,0,0
6018,65432153197,654321,300.8,310.9,1398,38.2,50,0,0
6019,78912320878,789123,300.8,310.9,1557,31.6,52,0,0
6020,65432153199,654321,300.7,310.8,1519,43.9,55,0,0
6021,65432153200,654321,300.7,310.8,1619,34.9,57,0,0
6022,65432153201,654321,300.7,310.8,1814,21.4,59,0,0
6023,65432153202,654321,300.7,310.9,1521,39.4,61,0,0
6024,78912320883,789123,300.7,310.9,1369,51.2,63,0,0
6025,65432153204,654321,300.7,310.9,1356,65.3,66,1,1
6026,65432153205,654321,300.7,311,1336,53.3,68,0,0
6027,65432153206,654321,300.7,311,1403,48.3,70,0,0
6028,78912320887,789123,300.7,311,1413,44.3,72,0,0
6029,65432153208,654321,300.6,310.9,1472,47.6,75,0,0
6030,78912320889,789123,300.7,310.8,1452,47.9,77,0,0
6031,65432153210,654321,300.6,310.7,1397,53.7,80,0,0
6032,65432153211,654321,300.6,310.7,1455,40.6,82,0,0
6033,65432153212,654321,300.7,310.8,1754,27.7,84,0,0
6034,65432153213,654321,300.6,310.9,1471,37.9,86,0,0
6035,78912320894,789123,300.6,310.8,1389,48.1,88,0,0
6036,78912320895,789123,300.6,310.9,1702,30.3,91,0,0
6037,78912320896,789123,300.6,311,1401,54.6,94,0,0
6038,65432153217,654321,300.7,311.1,1426,46.2,97,0,0
6039,65432153218,654321,300.7,311,1496,38.3,99,0,0
6040,65432153219,654321,300.6,310.9,1433,42.6,101,0,0
6041,78912320900,789123,300.7,311.1,1438,46.6,103,0,0
6042,78912320901,789123,300.7,311,1418,49.3,106,0,0
6043,78912320902,789123,300.8,311,1580,36.6,109,0,0
6044,78912320903,789123,300.7,310.9,1468,41.8,112,0,0
6045,78912320904,789123,300.8,310.9,1522,41.7,115,0,0
6046,65432153225,654321,300.8,310.9,1311,55.8,118,0,0
6047,65432153226,654321,300.9,311,1316,56.5,120,0,0
6048,12345635461,123456,300.9,311,1853,23.6,122,0,0
6049,78912320908,789123,300.9,311,1556,38.8,127,0,0
6050,78912320909,789123,300.9,311,1567,34.3,130,0,0
6051,78912320910,789123,300.9,311.1,1546,37.7,133,0,0
6052,65432153231,654321,300.9,311,1382,51.2,136,0,0
6053,65432153232,654321,300.9,311,2003,20.2,138,0,0
6054,65432153233,654321,300.8,310.9,1748,29.9,140,0,0
6055,12345635468,123456,300.7,310.8,1518,40.1,142,0,0
6056,65432153235,654321,300.7,310.8,1475,42,147,0,0
6057,65432153236,654321,300.8,310.8,1634,29.2,149,0,0
6058,65432153237,654321,300.8,310.8,1689,32.9,151,0,0
6059,78912320918,789123,300.9,310.9,1636,35.3,153,0,0
6060,65432153239,654321,300.9,311,2235,15.8,156,0,0
6061,65432153240,654321,301,311.1,1615,35.6,158,0,0
6062,12345635475,123456,301.1,311.1,1618,29.5,160,0,0
6063,78912320922,789123,301.1,311.2,1407,53,165,0,0
6064,65432153243,654321,301.1,311.1,1450,43.3,168,0,0
6065,65432153244,654321,301.1,311.1,1889,23.8,170,0,0
6066,65432153245,654321,301,310.9,1568,38.2,172,0,0
6067,65432153246,654321,301,311,1804,25.8,174,0,0
6068,65432153247,654321,301,311,1582,37.5,176,0,0
6069,78912320928,789123,301,310.9,2047,17.9,178,0,0
6070,65432153249,654321,300.9,310.9,1601,34,181,0,0
6071,65432153250,654321,300.9,310.9,1615,32,183,0,0
6072,78912320931,789123,300.9,310.8,1452,43.6,185,0,0
6073,78912320932,789123,300.9,310.8,1695,30.2,188,0,0
6074,78912320933,789123,300.9,310.8,1790,26.2,191,0,0
6075,78912320934,789123,301,310.8,1533,39.3,194,0,0
6076,65432153255,654321,301,310.9,1813,28.5,197,0,0
6077,65432153256,654321,301,310.9,1492,36.7,199,0,0
6078,65432153257,654321,300.9,310.7,1479,43.3,201,0,0
6079,65432153258,654321,300.8,310.7,1339,59.1,203,1,2
6080,78912320939,789123,300.8,310.7,1371,44.7,205,0,0
6081,65432153260,654321,300.9,310.7,1468,36.2,208,0,0
6082,65432153261,654321,300.9,310.7,1517,41.7,210,0,0
6083,65432153262,654321,300.9,310.7,1352,46.4,212,0,0
6084,65432153263,654321,300.9,310.7,1389,50,214,0,0
6085,78912320944,789123,300.8,310.6,1505,36.2,0,0,0
6086,65432153265,654321,300.9,310.6,1538,36.7,3,0,0
6087,65432153266,654321,300.9,310.8,1482,37,5,0,0
6088,78912320947,789123,300.9,310.8,1599,33,7,0,0
6089,65432153268,654321,300.9,310.8,1476,39,10,0,0
6090,65432153269,654321,300.9,310.7,1509,37.5,12,0,0
6091,65432153270,654321,300.9,310.8,1708,29.1,14,0,0
6092,65432153271,654321,300.9,310.7,1412,57.5,16,0,4
6093,65432153272,654321,300.9,310.7,1658,28.5,18,0,0
6094,65432153273,654321,301,310.8,1375,57.2,20,0,0
6095,78912320954,789123,300.9,310.8,1402,48.1,22,0,0
6096,78912320955,789123,300.9,310.7,1452,47.3,25,0,0
6097,78912320956,789123,300.8,310.7,1483,40.8,28,0,0
